sci_name;common_name;ebird_code;class;order;in_v2;in_v3;label_af;label_ar;label_cs;label_da;label_de;label_en;label_en_uk;label_es;label_fi;label_fr;label_hu;label_it;label_ja;label_ko;label_nl;label_no;label_pl;label_pt;label_ro;label_ru;label_sk;label_sl;label_sv;label_th;label_tr;label_uk;label_zh
Coccycua pumila;Dwarf Cuckoo;dwacuc1;Aves;Cuculiformes;False;True;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo;Dwarf Cuckoo
Coccyzus americanus;Yellow-billed Cuckoo;yebcuc;Aves;Cuculiformes;True;True;Yellow-billed Cuckoo;Yellow-billed Cuckoo;kukačka dešťová;Gulnæbbet Gøg;Gelbschnabelkuckuck;Yellow-billed Cuckoo;Yellow-billed Cuckoo;Cuclillo Piquigualdo;Yellow-billed Cuckoo;Coulicou à bec jaune;Sárgacsőrű esőkakukk;Cuculo americano;キバシカッコウ;Yellow-billed Cuckoo;Geelsnavelkoekoek;gulnebbgjøk;kukawik żółtodzioby;Yellow-billed Cuckoo;Cuc cu cioc galben;Желтоклювая пиайя;kukavka dažďová;Rumenokljuni kukavec;Gulnäbbad regngök;Yellow-billed Cuckoo;Sarı Gagalı Guguk;Кукліло північний;Yellow-billed Cuckoo
Coccyzus erythropthalmus;Black-billed Cuckoo;bkbcuc;Aves;Cuculiformes;True;True;Black-billed Cuckoo;Black-billed Cuckoo;kukačka černozobá;Sortnæbbet Gøg;Schwarzschnabelkuckuck;Black-billed Cuckoo;Black-billed Cuckoo;Cuclillo Piquinegro;Black-billed Cuckoo;Coulicou à bec noir;Feketecsőrű esőkakukk;Cuculo occhirossi;ハシグロカッコウ;Black-billed Cuckoo;Zwartsnavelkoekoek;svartnebbgjøk;kukawik czarnodzioby;Black-billed Cuckoo;Cuc cu cioc negru;Черноклювая пиайя;kukavka čiernozobá;Črnokljuni kukavec;Svartnäbbad regngök;Black-billed Cuckoo;Kara Kuyruklu Guguk;Кукліло чорнодзьобий;Black-billed Cuckoo
Coccyzus euleri;Pearly-breasted Cuckoo;pebcuc1;Aves;Cuculiformes;True;True;Pearly-breasted Cuckoo;Pearly-breasted Cuckoo;kukačka perleťová;Pearly-breasted Cuckoo;Perlbrustkuckuck;Pearly-breasted Cuckoo;Pearly-breasted Cuckoo;Cuclillo Ventriblanco;Pearly-breasted Cuckoo;Coulicou d'Euler;Pearly-breasted Cuckoo;Pearly-breasted Cuckoo;ギンムネカッコウ;Pearly-breasted Cuckoo;Witbuikkoekoek;perlebrystgjøk;kukawik białobrzuchy;Pearly-breasted Cuckoo;Pearly-breasted Cuckoo;Жемчужногрудая пиайя;kukavka svetlobruchá;Pearly-breasted Cuckoo;Pärlbröstad regngök;Pearly-breasted Cuckoo;Sedef Göğüslü Guguk;Кукліло білочеревий;Pearly-breasted Cuckoo
Coccyzus lansbergi;Grey-capped Cuckoo;gyccuc;Aves;Cuculiformes;False;True;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo;Grey-capped Cuckoo
Coccyzus longirostris;Hispaniolan Lizard Cuckoo;hislic1;Aves;Cuculiformes;True;True;Hispaniolan Lizard-Cuckoo;Hispaniolan Lizard-Cuckoo;kukačka hispaniolská;Hispaniolan Lizard-Cuckoo;Hispaniolakuckuck;Hispaniolan Lizard-Cuckoo;Hispaniolan Lizard-Cuckoo;Cuco Lagartero de la Española;Hispaniolan Lizard-Cuckoo;Tacco d'Hispaniola;Hispaniolan Lizard-Cuckoo;Hispaniolan Lizard-Cuckoo;ヒスパニオラトゲカッコウ;Hispaniolan Lizard-Cuckoo;Hispaniolahagediskoekoek;hispaniolaøglegjøk;jaszczurkojad szary;Hispaniolan Lizard-Cuckoo;Hispaniolan Lizard-Cuckoo;Гаитянская пиайя;kukavka dlhozobá;Hispaniolan Lizard-Cuckoo;Hispaniolaödlegök;Hispaniolan Lizard-Cuckoo;Hispanyola Kertenkele Guguğu;Тако гаїтянський;Hispaniolan Lizard-Cuckoo
Coccyzus melacoryphus;Dark-billed Cuckoo;dabcuc1;Aves;Cuculiformes;True;True;Dark-billed Cuckoo;Dark-billed Cuckoo;kukačka tmavozobá;Dark-billed Cuckoo;Dunkelschnabelkuckuck;Dark-billed Cuckoo;Dark-billed Cuckoo;Cuclillo Canela;Dark-billed Cuckoo;Coulicou de Vieillot;Dark-billed Cuckoo;Dark-billed Cuckoo;コミミグロカッコウ;Dark-billed Cuckoo;Kleine Mangrovekoekoek;tupigjøk;kukawik brunatny;Dark-billed Cuckoo;Dark-billed Cuckoo;Галапагосская пиайя;kukavka čiernosluchá;Dark-billed Cuckoo;Mörknäbbad regngök;Dark-billed Cuckoo;Kara Gagalı Guguk;Кукліло бурий;Dark-billed Cuckoo
Coccyzus merlini;Great Lizard Cuckoo;grelic1;Aves;Cuculiformes;True;True;Great Lizard-Cuckoo;Great Lizard-Cuckoo;kukačka kubánská;Great Lizard-Cuckoo;Eidechsenkuckuck;Great Lizard-Cuckoo;Great Lizard-Cuckoo;Cuco Lagartero Cubano;Great Lizard-Cuckoo;Tacco de Cuba;Great Lizard-Cuckoo;Great Lizard-Cuckoo;オオトゲカッコウ;Great Lizard-Cuckoo;Cubaanse Hagediskoekoek;kubaøglegjøk;jaszczurkojad duży;Great Lizard-Cuckoo;Great Lizard-Cuckoo;Ящеричная пиайя;kukavka svetlozobá;Great Lizard-Cuckoo;Kubaödlegök;Great Lizard-Cuckoo;Büyük Kertenkele Guguğu;Тако кубинський;Great Lizard-Cuckoo
Coccyzus minor;Mangrove Cuckoo;mancuc;Aves;Cuculiformes;True;True;Mangrove Cuckoo;Mangrove Cuckoo;kukačka mangrovová;Mangrove Cuckoo;Mangrovekuckuck;Mangrove Cuckoo;Mangrove Cuckoo;Cuclillo de Manglar;Mangrove Cuckoo;Coulicou manioc;Mangrove Cuckoo;Mangrove Cuckoo;マングローブカッコウ;Mangrove Cuckoo;Mangrovekoekoek;mangrovegjøk;kukawik namorzynowy;Mangrove Cuckoo;Mangrove Cuckoo;Мангровая пиайя;kukavka mangrovová;Mangrove Cuckoo;Mangroveregngök;Mangrove Cuckoo;Mangrov Guguğu;Кукліло мангровий;Mangrove Cuckoo
Coccyzus pluvialis;Chestnut-bellied Cuckoo;chbcuc4;Aves;Cuculiformes;False;True;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo;Chestnut-bellied Cuckoo
Coccyzus rufigularis;Bay-breasted Cuckoo;babcuc4;Aves;Cuculiformes;False;True;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo;Bay-breasted Cuckoo
Coccyzus vetula;Jamaican Lizard Cuckoo;jamlic1;Aves;Cuculiformes;False;True;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo;Jamaican Lizard Cuckoo
Coccyzus vieilloti;Puerto Rican Lizard Cuckoo;purlic1;Aves;Cuculiformes;True;True;Puerto Rican Lizard-Cuckoo;Puerto Rican Lizard-Cuckoo;kukačka portorická;Puerto Rican Lizard-Cuckoo;Puerto-Rico-Kuckuck;Puerto Rican Lizard-Cuckoo;Puerto Rican Lizard-Cuckoo;Cuco Lagartero Puertorriqueño;Puerto Rican Lizard-Cuckoo;Tacco de Porto Rico;Puerto Rican Lizard-Cuckoo;Puerto Rican Lizard-Cuckoo;プエルトリコトゲカッコウ;Puerto Rican Lizard-Cuckoo;Puertoricaanse Hagediskoekoek;puertoricoøglegjøk;jaszczurkojad brązowy;Puerto Rican Lizard-Cuckoo;Puerto Rican Lizard-Cuckoo;Пуэрториканская пиайя;kukavka portorická;Puerto Rican Lizard-Cuckoo;Puertoricoödlegök;Puerto Rican Lizard-Cuckoo;Portoriko Kertenkele Guguğu;Тако пуерто-риканський;Puerto Rican Lizard-Cuckoo
Cochlearius cochlearius;Boat-billed Heron;bobher1;Aves;Pelecaniformes;True;True;Boat-billed Heron;Boat-billed Heron;volavčík člunozobý;Boat-billed Heron;Kahnschnabelreiher;Boat-billed Heron;Boat-billed Heron;Martinete Cucharón;ruuhinokka;Savacou huppé;Boat-billed Heron;Boat-billed Heron;ヒロハシサギ;Boat-billed Heron;Schuitbekreiger;båtnebbhegre;rakojad;Boat-billed Heron;Boat-billed Heron;Челноклюв;savaku člnozobý;Čolnarica;Båtnäbb;Boat-billed Heron;Yassı Gagalı Balıkçıl;Квак широкодзьобий;Boat-billed Heron
Cochoa azurea;Javan Cochoa;javcoc1;Aves;Passeriformes;False;True;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa;Javan Cochoa
Cochoa purpurea;Purple Cochoa;purcoc1;Aves;Passeriformes;False;True;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa;Purple Cochoa
Cochoa viridis;Green Cochoa;grecoc1;Aves;Passeriformes;True;True;Green Cochoa;Green Cochoa;Green Cochoa;Green Cochoa;Smaragdschnäpperdrossel;Green Cochoa;Green Cochoa;Cochoa Verde;Green Cochoa;Cochoa vert;Green Cochoa;Green Cochoa;ミドリミヤマツグミ;Green Cochoa;Groene Cochoa;grønnkotsjoa;liliogłów zielony;Green Cochoa;Green Cochoa;Зелёная кохоа;kočo zelený;Green Cochoa;Grön cochoa;นกปีกแพรสีเขียว;Yeşil Koçoa;Кохоа зелений;Green Cochoa
Cochranella granulosa;Cochranella granulosa;;Amphibia;Anura;False;True;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa;Cochranella granulosa
Coeligena bonapartei;Golden-bellied Starfrontlet;gobsta1;Aves;Apodiformes;False;True;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet;Golden-bellied Starfrontlet
Coeligena coeligena;Bronzy Inca;broinc1;Aves;Apodiformes;True;True;Bronzy Inca;Bronzy Inca;inka bronzový;Bronzy Inca;Bronzekolibri;Bronzy Inca;Bronzy Inca;Inca Bronceado;Bronzy Inca;Inca céleste;Bronzy Inca;Bronzy Inca;ブロンズインカハチドリ;Bronzy Inca;Bronzen Incakolibrie;bronseinka;elfik brązowy;Bronzy Inca;Bronzy Inca;Бронзовый инка;ink bronzový;Bronzy Inca;Bronsinka;Bronzy Inca;Bronz İnka;Колібрі-інка бронзовий;Bronzy Inca
Coeligena iris;Rainbow Starfrontlet;raista1;Aves;Apodiformes;True;True;Rainbow Starfrontlet;Rainbow Starfrontlet;inka proměnlivý;Rainbow Starfrontlet;Regenbogenkolibri;Rainbow Starfrontlet;Rainbow Starfrontlet;Inca Arcoiris;Rainbow Starfrontlet;Inca iris;Rainbow Starfrontlet;Rainbow Starfrontlet;ニジインカハチドリ;Rainbow Starfrontlet;Regenboogincakolibrie;regnbueinka;elfik tęczowy;Rainbow Starfrontlet;Rainbow Starfrontlet;Радужный инка;ink dúhový;Rainbow Starfrontlet;Regnbågsinka;Rainbow Starfrontlet;Gökkuşağı Renkli Parlakalın;Колібрі-інка райдужний;Rainbow Starfrontlet
Coeligena lutetiae;Buff-winged Starfrontlet;buwsta1;Aves;Apodiformes;True;True;Buff-winged Starfrontlet;Buff-winged Starfrontlet;inka andský;Buff-winged Starfrontlet;Fahlflügelkolibri;Buff-winged Starfrontlet;Buff-winged Starfrontlet;Inca Alihabano;Buff-winged Starfrontlet;Inca à gemme bleue;Buff-winged Starfrontlet;Buff-winged Starfrontlet;モンツキインカハチドリ;Buff-winged Starfrontlet;Bruinvleugelincakolibrie;opalvingeinka;elfik płowoskrzydły;Buff-winged Starfrontlet;Buff-winged Starfrontlet;Бледнокрылый инка;ink plavoškvrnitý;Buff-winged Starfrontlet;Opalvingad inka;Buff-winged Starfrontlet;Sarıca Kanatlı Parlakalın;Колібрі-інка строкатокрилий;Buff-winged Starfrontlet
Coeligena orina;Dusky Starfrontlet;dussta1;Aves;Apodiformes;False;True;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet;Dusky Starfrontlet
Coeligena phalerata;White-tailed Starfrontlet;whtsta1;Aves;Apodiformes;False;True;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet;White-tailed Starfrontlet
Coeligena prunellei;Black Inca;blainc1;Aves;Apodiformes;False;True;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca;Black Inca
Coeligena torquata;Collared Inca;colinc1;Aves;Apodiformes;False;True;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca;Collared Inca
Coeligena violifer;Violet-throated Starfrontlet;vitsta1;Aves;Apodiformes;False;True;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet;Violet-throated Starfrontlet
Coeligena wilsoni;Brown Inca;broinc2;Aves;Apodiformes;True;True;Brown Inca;Brown Inca;inka hnědý;Brown Inca;Braunkolibri;Brown Inca;Brown Inca;Inca Pardo;Brown Inca;Inca brun;Brown Inca;Brown Inca;チャイロインカハチドリ;Brown Inca;Bruine Incakolibrie;bruninka;elfik szarawy;Brown Inca;Brown Inca;Коричневый инка;ink hnedý;Brown Inca;Brun inka;Brown Inca;Kahverengi İnka;Колібрі-інка аметистовогорлий;Brown Inca
Coenocorypha huegeli;Snares Snipe;snisni1;Aves;Charadriiformes;False;True;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe;Snares Snipe
Coenocorypha pusilla;Chatham Islands Snipe;chisni1;Aves;Charadriiformes;False;True;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe;Chatham Islands Snipe
Coereba flaveola;Bananaquit;banana;Aves;Passeriformes;True;True;Bananaquit;Bananaquit;Bananaquit;Bananaquit;Zuckervogel;Bananaquit;Bananaquit;Platanero;Bananaquit;Sucrier à ventre jaune;Bananaquit;Bananaquit;マミジロミツドリ;Bananaquit;Suikerdiefje;banansmett;cukrzyk bananowy;Bananaquit;Bananaquit;Банановая кареба, сахарная цветочница;nektárnik banánový;Sladkorjevka;Banansmyg;Bananaquit;Bal Tangarası;Цереба;Bananaquit
Colaptes aeruginosus;Bronze-winged Woodpecker;;Aves;Piciformes;False;True;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker;Bronze-winged Woodpecker
